49	3781 16827 12921 16924 16536
50	16708 4853 16057 16027 14126
51	13775 2609 10177 11873 15929
52	7483 4792 301 4208 8547 15000 1199 18882
53	1086 17175 17356 15814 19445
54	1715 4414 9809 3080 258 4123 14799
55	14352 16695 14470 10155 5028 13347
56	10380 1677 976 9492 8867
57	9850 12022 11877 4188 16461 393
58	14491 8834 2347 1500 19065 3139
59	8941 18468 1488 8249 6920 8516 10948 3195 13658 4149 6188
60	6137 9923 7516 1298 16765
61	12331 6484 12232 13655 9887 6980 13431 7881 10045 9263 9435 16130 2249 1308 3741 14691 16372 19427 18321 9093 10434 6910 8447 14199 9703
62	14126 13948 3755 589 17033 17007 8320
63	957 11493 11189 1297 2458
64	3680 9427 12401 823 12144 12254 14834 4882 14123 2969
65	5503 11517 10027 15113 2622 13786
66	9310 18944 15025 19489 7714 16925 2774
67	18887 16745 15467 13596 5578 933
68	12979 18255 17862 1446 15362
69	1146 11098 13830 9932 16495
70	2855 2667 1662 3993 15094
71	4792 1313 6939 15514 12789 18880 10655 15858 1974
72	12164 9788 16503 18613 12454 17020
73	3964 6137 10405 1608 10194
74	13788 14610 17243 2672 8145 12991 8637
75	7551 8523 7554 277 18215 12769
76	12991 4144 816 5919 236 14489
77	12110 11775 6234 17154 510 18023 420
78	6525 4323 16980 2844 7846 10788 11226 11430 3725 3039 10956 11444 13948 2628 6436 2041 720 15545 2224 11810 12754 10826 6657 17487 18278 17350 700 14808
79	2386 7557 1692 9996 18414 8989 2065
80	13415 1092 4929 8984 2138
81	16230 9681 18843 9659 8049
82	6266 5838 18420 5601 7526 13682 19269 14530 15544
83	2725 8051 11649 7036 15712
84	5949 16423 610 705 6240 259 6233 28
85	9878 1740 12690 16322 8160 6821
86	17236 12764 6609 4032 12261 9245 17625 7242 9474
87	5498 9537 1030 1390 13637 10980
88	12387 6908 12436 10689 8392
89	7099 16252 17350 1267 5325 11948 3165
90	2570 12695 17031 13526 14083 7834 8283 3412 10737 8953 3167 5099 5739 13770 14692 7963 19324
91	1260 8408 15502 16046 8154
92	19191 6667 14491 9249 17219 14050 17941 9153 19252
93	8826 5197 11209 12321 4123 16826 10950 7240
94	13243 5603 5011 18899 4645 3310 18862 14214 14361 16202 3979 12448 16025 12710 9898 3155 10029
95	6288 10029 12174 10458 2 2111
96	6041 2255 2391 8495 10046 11389 16093
97	2612 11223 4463 4927 4443 2629
98	1148 1543 12983 6375 13847 2597 19360 4765 11199 13892 11111 14840 12278 16026 15575 16180 14015 2140 10417 4929 3510 7043 11078 11892 13072 6470 17037 5355 8996 10979 13193 9665 990
99	15491 9830 14898 5041 9108
100	16049 18158 19146 4316 768
101	8999 8139 1028 13427 5036 8400 7287 4915 14632
102	469 19414 15691 9936 9940 905 294 5759
103	8629 2514 4843 10980 16252 18419 18977
104	18373 4063 18958 14346 16928
105	735 9452 190 13712 11423
106	19479 518 3736 11567 15907
107	13526 8089 2685 16761 17234 19536 1440
108	18120 18002 3265 9814 10722 15767 7526 4114 7169 4531 2758
109	17200 19476 9644 2999 1622 17010 6331 8407 13101
110	13526 10833 6073 19717 3601 5341 18569
111	2504 18966 6979 10754 19574
112	3137 3549 17310 17645 14063 16649 19731 12820 10654 11168 1921 8855 11811 10921 17810 3302 2458 2708 15128 7511 3527 8122 13829 989
113	7904 17175 16708 3533 13053
114	15606 1013 8992 16985 6762
115	16967 6791 2448 2240 7583
116	16025 9058 8633 12710 5789 6362
117	13526 12334 6438 13576 4509
118	18197 10954 19329 7457 15165 3817
119	12439 18789 1459 15201 6062 10272
120	8493 16794 7779 4986 7548
121	3065 8591 5852 16366 11783 8721
122	17422 11216 18020 17885 16866
123	9928 704 84 18666 5422 8266
124	4718 14345 3932 18303 270 8790 14049
125	19067 8906 9420 6260 7512 15409 18346 9850 3352 19116 9409 1608 19678 3503 18528
126	19173 4091 6655 756 12245
127	2676 16207 5748 4490 15134 10043 10351 13151 2458 12305 18559 16409 11498 5645
128	3438 17858 13361 8320 17431
129	7362 5632 11727 44 11203 10363 12324 11423 11003
130	2239 15845 4531 2493 5360
131	7565 10338 7353 17698 7859
132	6660 9199 2313 2004 4708
133	18187 4596 8832 8217 14808 2540 1864 19541
134	858 18504 16467 15690 17200 16899 113 19672 10616 9950 3514 18782 3488 655 11729 17953 6980 1775
135	18832 9543 1549 2644 18305 10046 12249 13373 3555 4871 17704
136	12036 18056 18601 15060 2932
137	734 13076 14918 8246 15044 17700 5997 1664 11603 19470 10709 8511 13526
138	5031 2406 261 15727 10920 10132
139	14453 13851 16768 17875 13053 11125 9809 5840 16119 19648 14249 11299 10834 18382 9972 12699 9439 18952 3096 12895 10762 12457
140	17753 11078 15593 3325 12665 9599 13222
141	7388 17260 1640 15218 16961 1451
142	1148 17527 17474 3534 15623 15502
143	13384 4536 19472 10682 17269 8660
144	88 3863 5393 13526 9775 13139 13888 8283
145	6145 6088 18546 8890 9336 7523 3278 11151
146	13281 11794 1787 7058 11318
147	6290 7919 14216 19196 13904
148	6467 7842 5426 2798 17204
149	10368 3657 14897 12051 12289
150	7825 2800 5732 13628 11519
151	17066 839 11673 17424 6389
152	19110 3749 13197 157 4385 6567 15372
153	9556 9523 5341 10588 8160 14124 690 17053
154	5902 11182 7309 12105 2783 12014 17984 18915 9899 2866 5121 7192
155	6888 18393 7381 12027 9243 10678 11861
156	6943 15789 8009 655 14387 14190 10393 13387 8863 18263
157	1099 15926 5419 3032 17996 4665 872 2334 24 19601 3176 6911 14559 8294 5645 7254
158	9243 9823 8408 1645 1737
159	4414 13811 2514 2154 9842 776 12495 9464 15363 5032 17946
160	8906 2622 11086 18348 5238
161	14930 12708 3271 4509 15498
162	3806 5246 2958 19236 7207
163	6220 1380 2459 14860 1315 17850
164	8102 1639 17862 17733 12635 11534
165	11632 14068 206 3159 15345 2246 16942 17731 844 6398 4160 13958 476 18606 1754 17568 8690 410 4736 11753 469 12340 4836 15151 8418 8754 8635 1911 10082 4939 5759 1483 4896 54 7033
166	16537 16981 6572 3260 16077 9512 13232 15881 9128 11437
167	2259 11984 16886 7586 18361 15312 16981 16537 16255 15503 7607 17456 12327 11437
168	13361 890 11747 717 19382
169	3270 10618 17159 2430 15897
170	14034 13516 5799 11484 5355
171	10929 18899 12146 10029 19629
172	13281 11552 14810 17154 11384
173	15202 2511 9233 17863 11042 5848 4925 1647 18724
174	18582 14544 10171 3923 16954 18052 1623 954 6541 878 18598
175	1069 5415 6934 10450 2190 154 4524
176	19325 7605 18032 4717 18083 18806 5465 17080 1650 15566 9562 1255 13537 6700 17665
177	12202 2255 5748 1361 5341
178	6657 9433 10402 3060 17567 5375 4818
179	15430 4984 9269 2153 11495
180	3213 16355 14141 9648 4871 4343
181	1126 17996 17031 14367 7362 2392 1712 4591 13583
182	2365 6472 226 5722 15965
183	15628 8496 9346 5748 7089 1411
184	9209 10610 5963 1580 2667 12626 7023 15085 23
185	11196 6460 7180 18396 11892
186	16992 1542 3869 6750 16401
187	3775 3664 9244 748 5045 12488 4490
188	16975 5434 2757 4440 206
189	12361 9323 2183 16780 17288
190	10250 2240 7517 7809 9424
191	2209 4392 15224 14285 13121 9040 4729 13242 5642 14220
192	16242 2081 11660 4333 5829 16918 4304 3756
193	11203 684 6623 8117 602
194	12725 7026 1680 4602 15585
195	2616 596 11066 13063 11607
196	784 3301 8302 10748 16768
197	6828 6099 6615 1671 8934 19245
198	12566 18700 4049 17183 18368 16022 7977 16829 17286 8616 15559
199	10362 5759 13690 18398 19537 2884
200	16510 4450 13104 2862 19629
201	2237 15345 13123 9427 6743 18323 12334 12305
202	5093 10570 10736 15712 6814
203	11984 13296 19102 12721 18551 17041 17675 5867 13683 18713 17351 16981 6736 3260 17657 6470 8640 14799 10233 9512 2657 16077 6572 8484 17723 16529 2034 2967 18811 10184 6225 13232 9118 15881 14286 9128 2687 12327 13430 18618 11929
204	4628 19198 8907 525 18380 15431 11583
205	17558 15343 3212 3488 4903 5968 841 4997
206	14312 18476 13551 8574 9205
207	9676 14177 17931 6126 9041
208	8326 17827 12847 2100 1814 19632 19371 565 18256
209	12003 19170 8352 9091 1714 1327
210	8496 7483 8030 19737 12991 7766 2808 12601 15086
211	1083 7877 13344 2725 4951
212	17122 3260 16255 12630 8484 776
213	5679 2677 17717 4053 829
214	13483 15666 5578 2914 12086 2311 15763 11462 1277
215	7693 16252 13211 4619 12780 10049
216	12792 18573 17823 16435 11200
217	4782 16989 9638 12444 1713 12170 18566 7696 3857 11519 15616 8181
218	19274 15673 14131 14377 11780
219	12466 11059 6812 12967 7523
220	5485 4124 14367 6583 12637
221	17179 1181 13511 12174 13486
222	11873 8855 12423 9078 8110 832 2770 4986
223	2722 12137 189 4874 11337 7510 247 449 9852 4060 1576 4365
224	6375 2479 14476 19269 16429
225	13222 1103 16028 2363 16741
226	17798 11058 6980 17576 1981 10126 18429 1451 1753
227	19633 740 12721 15502 17432 8992 13447 11010 3693 13285
228	15766 11627 2167 11526 6059 8314 17917 1699 12972 3304 19531 19295 14392 15800 15153
229	4957 15289 15270 14091 6216
230	6937 2111 6527 11304 8446 6505
231	2051 7519 11189 13958 10575 19624 3951 17568 15308 3235 90
232	4990 15623 14083 4611 4997
233	1543 6077 3329 15741 3490 2631
234	10656 2612 17080 7212 15585 1454
235	13598 1717 12140 3466 2451 13790 7923 2860
236	14745 8058 15477 18489 10314
237	15442 7313 13027 6649 3738 14118
238	14860 6438 7440 16398 8759
239	3358 3020 612 1465 3527
240	12328 2356 12049 4060 13219
241	2758 5460 11351 6281 13227 11345
242	8941 17442 18468 1488 8516
243	8134 5362 18691 6586 11359 7177 13863 14682 6167 12565
244	2956 11302 19306 7520 504
245	15483 15736 16449 10078 12715 19329 13023 2279 1249 1112 9075
246	3265 2039 13477 2514 16924 5748 1864
247	8496 2963 18872 18787 11496
248	2606 1349 6875 1925 9659 13619 14377
249	2624 3783 11929 14513 6913
250	1434 5419 11470 8439 17827 15232 18119
251	11470 11205 18658 16946 11393
252	5602 2892 17415 13316 14484 16024 6253 17966
253	2259 6810 873 17383 16886 13296 15775 6539 9865 9128 680 2204 11924
254	9477 11978 3705 10513 19188
255	14095 12381 11226 10462 16549 6309
256	12050 13079 17446 2955 5176
257	18591 7281 9061 16346 8049 4509
258	3739 11356 1610 7928 12057 118 739 11778 24 4638 10667 1628 14584
259	7101 9916 8308 18336 18013 1921
260	14680 376 15927 16340 13299
261	2020 9889 9817 7324 8235
262	3317 4463 16924 13659 13487
263	6196 5677 13796 12923 4470 15623
264	7123 11868 3838 14752 249 2426 3583
265	1011 6925 9575 18068 16306
266	16355 2259 6810 873 16886 1740 15253 7586 6245 3260
267	15132 1066 10574 17488 3989
268	4214 16312 655 7391 15905
269	12106 17175 9480 17949 10973
270	14976 9923 8291 7073 4000 8972 6025
271	18838 3924 5464 13549 14234
272	14823 12324 14809 6331 8925 1870 585 17708
273	7821 11903 5748 15931 12715 12203 17536 8624 8165 7440 19572 13583 3474 3253 4583 10201 13932 1440 16541 5739
274	8243 5355 5393 13457 16771 18480 10133 10682 19264
275	9953 2849 15784 16112 18090 14201
276	14882 7278 11820 6481 5778 11144 17292 11148
277	1511 5726 16095 15880 9911
278	17812 6333 3295 7710 9834 689
279	10131 8892 19633 12075 1689
280	18867 17370 1629 6731 9807
281	10131 17354 10239 17882 5677 5977
282	6009 6088 12999 13674 8589 9185 13960 8698 5853 1364 9040 3957 17280 6785 9396 9373 958 14417 17004 19167 18502 9929 11949 4650 4863 19609
283	14408 1340 19146 1440 9021 19537 8371
284	2641 1495 6778 7264 13546 4515
285	13425 10474 16573 9087 15546 11710 11520 10089 2198 4107 1171 16083 16428 10551 12637 15784 682 2205
286	12201 1100 13349 8148 7964
287	13380 10583 18545 3606 13709 11607
288	18564 9187 7599 4365 14199
289	16047 17779 10161 13342 7700
290	2241 12644 13929 2735 1160
291	14859 13144 391 2577 16575
292	7365 12727 7000 8199 7910 5038 14457 400 1687 5322
293	1918 3484 3368 8453 6225
294	340 13929 14172 3278 18419
295	10230 13794 3566 11278 16738
296	12062 17054 17141 1837 74 8018
297	10504 6777 8475 14083 3928 6821 3653 11669 18392
298	1050 18563 4945 19733 11318 3312 6898 8709 2152 11669 19538
299	15691 2241 18062 16712 14696 9634 17090 8836
300	8128 17769 19292 5178 5234
301	14061 4414 4994 11758 5345
302	6266 12587 7825 10568 13266 5238
303	5663 15000 17342 17204 667 5405 17223
304	12195 8846 15152 5262 16957 9333
305	19357 2631 17722 9548 11780 6338 888 239
306	4496 15311 5829 2716 3621 10187 11484 5898
307	8101 655 13310 15781 6782
308	13532 4154 4116 1541 16067
309	10580 17500 7171 18282 16006
310	13714 16994 15000 428 2044
311	5433 5494 13217 11888 15262
312	5929 15998 7063 4123 7798 17357
313	12732 18519 5892 16637 18465
314	389 7860 7858 13516 11379 1682 10867 11841 9270
315	14021 2615 15038 16528 6293 10750 7673 15219 13123 3466 8527 4896 13012 633
316	4266 13165 418 15287 13650 9842
317	12175 16171 13328 108 15976 17059 12545
318	17171 5364 17801 18304 11327
319	18432 12865 17002 19244 13951 12678
320	6957 9327 14173 3205 5445 13989 3932 14345 8790 270
321	9002 13031 5573 9556 9378 12724
322	17863 11257 15302 11323 266
323	4836 3738 9634 10082 13126
324	5344 11414 9766 17950 19414 2531 7278 4677
325	13682 19169 2188 1916 1250
326	7464 8887 5514 5911 7186 870 3993
327	8145 19480 12669 14227 9236
328	8115 819 15754 5310 10715
329	9013 17314 10611 15718 15128
330	12112 17499 9461 15341 19638
331	104 18525 11549 17423 5365 17875 8153 14261 8540 10021
332	11526 2439 10816 3549 7565 8243 19652 7958 8474 10158 12687 10189 14085 18539 9249 3357 3370 10379 15593 17632
333	17336 15287 18948 3477 3551
334	12905 5467 18683 5951 15958
335	3116 5861 18504 5431 13480
336	5724 12655 552 19324 15816
337	18870 19555 2594 9548 1751 1493 8925
338	19258 6667 2359 1573 18547 16748
339	19173 13937 10600 11752 17110 16195 9659 13739 16186
340	14109 18048 291 14542 5288 2668 13688
341	13883 19125 17481 4777 18196 3823
342	18864 8767 13564 9680 8996 5935 9968
343	17219 2531 13811 14925 14373 14584
344	10412 5503 15490 13434 11148
345	8482 1589 4795 12528 2332 4343
346	16650 2597 2375 12301 15925 525 7764 6481 6279 9017
347	7283 9420 6709 2285 5964 10405 17 9067 9696 1916 11539 685
348	17189 16865 13165 16351 14094 12492 10523 11780 13131 11861
349	1459 1146 3769 3309 11610 10369 3879
350	260 6980 902 795 14911
351	17632 19354 5341 10804 14124 6282
352	5714 18331 2275 19524 13675 9738
353	16670 10450 8313 3312 8360
354	5817 18864 3268 18867 5025
355	8569 10452 5525 340 7631
356	5378 16285 6584 16462 7548
357	2716 10099 12405 7930 11596
358	2570 9755 1549 1408 8545 1612
359	6158 14293 7753 13857 11513 9500 8070 16160 9053 11753 16756 3723 5038 5636 5910 6108
360	15696 10869 950 9553 19102
361	6043 3193 18701 19480 9718
362	7099 3080 1025 15127 16111 18485
363	7242 3879 5550 13296 8307
364	9984 19557 7751 13175 3540
365	15452 2672 15196 12923 19082
366	18468 13744 19050 17460 16264 13585 14776
367	19530 12206 1441 7346 19276 8997
368	15561 2787 7380 4727 4243 10600 202 4487 17284 12203 4250 7440 11368 14920 18042 4991
369	17578 12666 6938 15993 12292 5906 8586 339
370	6908 1796 14915 10308 11929
371	12732 12854 13415 13549 15408 15758 12533 5358
372	8731 5227 6680 17659 3474
373	8715 5410 14789 14076 2860
374	16477 9344 11277 5364 17464
375	14240 14031 16016 1451 12058
376	621 3137 18980 16726 9890 12430 8355 13844 5719 3949
377	2827 17189 224 10488 15661 17395 11935 9092 13915
378	19713 17350 1019 10667 3434
379	7468 18808 599 5107 9424 12678
380	18336 13998 18843 19733 7202 18691 9800 6944 8108
381	6788 1443 3196 8966 10046 11753 10407 16220 12400 7440 17459 7154 12017 4795 15162 3230 2608 3571 6138 1261 4896 14920
382	10944 16903 18693 2840 16803 5015 2946
383	4066 13741 14684 6754 8705 123 14928 5025 2540
384	17563 604 17481 1937 5451 13506 15804 6285
385	6673 18771 10139 5874 1069 11363 14036 19251 15348 14509 1461
386	16573 11199 18329 9779 14834 18332 11576
387	4585 16009 10533 6519 12546 13597
388	18174 13848 1261 17855 5337
389	15926 14214 5539 19320 14438 12585
390	10795 469 4258 19283 11924 11576
391	13124 13405 9241 2474 9066
392	17533 16245 7827 18890 3869 3128 19207 8721 11219 9707 15315 4123 17755
393	4598 8594 6712 7939 11190
394	3729 8445 19254 11563 966 16745 13162 8479 12568 13118 18687 12796 11627 155 9610 10442 12396 11351 6772
395	11563 12599 7555 73 18348 18263
396	13501 12230 11895 18893 4090
397	4150 17917 2068 15938 18612 2376
398	553 9019 16988 5386 17622
399	19473 5458 19475 2809 19515 3637 6445 19003
400	17568 17033 389 15498 571 1974 9438 4138
401	8718 16636 16849 13139 18238
402	14674 19418 17678 11509 4309
403	16650 7583 2163 6191 13984 5588
404	15124 3658 1289 4902 3096 1980 6038
405	3488 6152 12752 19363 4361 17475
406	9800 11033 1560 3073 156
407	1765 11850 1981 8413 3854 2659 3258 2414
408	10539 18700 3933 525 16027
409	19277 1704 9542 6688 17263 17759 18234 3722 10231
410	8627 9043 6647 11151 14054
411	14547 12222 1996 3798 977 17735 12797 18337 783 10546 627 2723 3209 14101 6732 11747
412	4956 7391 7549 4329 5228 4362
413	12509 6260 2509 12396 13917 2569
414	12100 6620 18693 18701 12896 15277
415	4066 44 4667 748 17941 19549
416	14993 12732 7329 6581 8198 19714 3424
417	5396 16510 4645 9898 12146 4450
418	2317 6176 18383 3026 3378 2210
419	16629 14167 9066 10206 3992
420	8010 3435 5756 6471 8987
421	1681 8071 11803 12870 18654
422	5130 817 1178 2027 11934
423	12106 915 7224 13862 7942 10448 11749
424	13948 9032 7258 3061 15850
425	9269 19494 2139 2089 16661
426	6740 2007 215 6438 17946
427	8761 853 18786 14493 3578 1595
428	8596 19540 16382 16964 10437 10440 3704 18950
429	15171 2474 4329 9146 18174
430	1085 13584 11579 17182 15392 8695 17692 10437 17503 10815 11252
431	5838 15947 12324 2081 574 19381 2371
432	19547 15893 10628 9598 18919 10027 19289
433	19009 624 2656 12543 2836 19414 247 7510 4028 2365 15646
434	12843 2259 17114 17383 11097 16886 7586 15775 18361 16981 6572
435	16334 8633 5123 16313 953 3998
436	15267 15028 18631 2294 18680 14266
437	2606 17346 7169 15610 11175
438	9640 17162 13597 17433 10182
439	15369 7644 9728 696 3302
440	823 17568 3906 12672 2451 7044 3759
441	1324 2699 2876 888 19549
442	3091 5942 10549 16721 18803 15825 15060
443	17798 3935 17660 2373 19012 19714 16889 16820
444	4464 4775 17479 574 387 1463
445	18803 16543 340 14465 2296 9110
446	649 10796 14679 15658 3345
447	11520 14008 14581 12401 19385 18243 240
448	13120 6938 2648 18696 3178
449	3058 9808 7523 19073 5128
450	8690 15109 4443 12270 14051 5249 17605 5940 19667
451	4278 389 1922 16384 160 15448 14845 7573 12700 11867 633
452	17865 8264 12254 13820 4986
453	7050 1100 11892 8027 5619
454	2255 823 16384 1297 19515
455	10437 3209 6225 4856 420 19072
456	6957 3520 15836 3932 14662 2538 3205 8790 2
457	16049 17412 967 1258 19016 2810 11583 9579 9438
458	12094 16377 17122 1132 7694
459	19153 13564 7375 15049 19039
460	12137 16168 18891 14702 4501 3680 11543 12742 7621 16268 10370 15922
461	12459 4565 15143 160 9307 3202 10320 12690
462	1441 18827 17447 17234 17763 8660
463	8943 14271 14679 12060 12410
464	17190 11770 11299 18382 16920
465	11917 15913 8842 7537 599 36 14248
466	13464 13849 11239 17801 11992 2602 12635
467	1035 11143 17629 1601 7893
468	6777 4602 14052 14589 19306 17707 15000 9806 107 960
469	12530 8836 3293 707 19188 2010
470	19562 3695 11209 9338 2620 1277
471	13507 10717 15981 3093 17873
472	17370 478 6105 814 9216
473	15866 4245 8305 16733 19627 8799 17521 7108
474	5799 17015 3230 2036 12049
475	15745 16942 4487 7252 960 14558
476	10538 16116 15905 12196 12148
477	3576 6332 2066 6470 4921
478	7558 4436 801 19105 13350
479	18360 16261 3180 5523 240
480	5519 4569 6748 6062 4549 6769 19639
481	3040 3935 12800 6077 7996
482	6257 9593 868 18690 18035
483	2725 16984 11072 13556 17780 10867 831
484	5209 8710 17383 11097 6622 16944 15530 15775 15312 16537 14463 12916 7607 12327 10112
485	2433 1038 2860 14666 18724
486	3541 11368 14727 14558 11202
487	18584 12126 6711 14217 12798 5063 17898 10778 15842 6173 2561 13620 11982 6837 833 2652 11631 17531 10623 17624
488	4655 13841 12054 4798 18572
489	16408 9576 7905 14332 10202
490	4162 15995 18042 209 643 15972 11918
491	16994 13550 12339 1691 3920 15825
492	7915 17011 13470 10038 4533 10490 8147 16453 11783
493	15547 16091 5550 15362 13690
494	14278 2763 10645 10722 13958 12477 18135
495	7450 11022 971 14095 1115 450 17220 11485
496	10143 7267 6868 18610 10412 17368 3274 1436 4558 6814
497	19368 9652 9006 12725 15408
498	3367 10866 5310 16063 10727 18244 8076 8147 10434 7351 3187
499	891 5069 3334 8263 11304
500	1957 10919 15949 120 3271
501	7093 1059 9910 8721 16322
502	5495 6748 18870 6460 4468
503	8051 10802 6875 13447 12210
504	9819 3046 13476 18104 680
505	4941 15290 3362 16638 7343
506	8625 18308 12874 1024 8420 17151
507	19314 797 17064 1595 18950
508	212 12222 12601 2826 12058 6743
509	14825 4937 5393 19566 14863 16235 9111 15072 16410 5573 6150 17424
510	7808 10107 2895 13490 7690
511	4750 1339 6331 12635 551 1879
512	12062 9871 3026 12048 3169 12808 1106 8317
513	6508 6876 15138 10526 7361 16787
514	340 3502 9057 6541 14612
515	709 18561 6227 9313 16836 2049 5080 3278 16030 9098 11297
516	12233 8430 333 5573 8791 5635 3693 18811 7382 14054 14433
517	17271 9946 6539 12630 14536
518	14567 1629 1375 13469 2036
519	16093 12300 12599 18140 4569 2347 6338 10950 11175
520	1564 8547 14803 7959 4485
521	10879 11899 11495 4541 1379
522	15591 18864 4152 14290 8213 3933 8547
523	3790 7563 4565 18639 5358
524	18297 18886 11517 212 5729 16591 15487 8252 9718
525	7605 5351 17731 8769 8007 6017
526	2844 16978 784 3409 8627 10834 13361
527	11756 12687 1805 14702 27
528	6964 12710 840 7793 16098 4399 4484 7877 3709 18412 4890 9400 6699 8633 18867 891 18658 14928
529	3997 16231 14933 8891 9397
530	6656 16972 15691 4836 10630 15018 16831 16543 12842 18607 1589 19327 6199 308 7657 2758 12103 9216 9807 16076 2779 13848 17090 14489 8853 16758 8058 10822 14223 8747
531	16284 14863 11964 8812 17882 5475 11795 11263
532	6025 16289 8972 11768 14580
533	9952 7305 3241 12616 14116 3966
534	7151 8773 9075 19719 17431
535	3228 14008 5024 19145 6961 16209 12687 5345
536	14290 4144 17731 2849 2493 13640 4342 10655 9384 1467 19569
537	10840 14034 11850 10487 14484 13193 19385 12846 17752 776 8271 11857 504
538	7202 2535 10018 524 17079 13118 12524
539	2237 5539 14930 13248 16815 12711 8155
540	15064 695 4569 10795 4196
541	15863 12300 9647 9529 9975 14126 4455 5349 16938 8707
542	3736 16586 6288 4890 8263
543	8165 14282 10715 15777 4788
544	16945 12196 10084 13254 1980
545	7891 8252 9287 11768 15579
546	9647 11111 144 15623 12700
547	12941 16194 5228 16961 15471 18246 6732
548	15391 2980 2740 4225 5276
549	6036 6279 15841 10202 4365
550	17959 13072 16981 17318 18143
551	2241 12045 489 15993 14489 9634
552	17370 9577 17504 9603 217
553	8289 16468 8380 5499 19430 18337 19130
554	1146 11016 756 15314 14476
555	18978 4867 18181 11426 4580 13623
556	12806 18257 389 1493 2094
557	6646 13744 6077 13569 17185 5038
558	12580 2701 13577 14466 7296
559	10474 12456 11747 377 17310
560	10403 1431 6577 15348 16705
561	10448 2458 18096 1602 11175 4986
562	6778 1004 13884 18608 12430 8992
563	8940 19039 11269 17660 16215
564	8541 15351 16029 1667 8263
565	4595 19423 18832 12072 1911 5410 14476 16178 4896 12789 19324
566	13171 18304 9689 10476 13550
567	2620 19269 4618 17082 5522
568	4154 18870 14270 602 8055
569	12330 11059 4365 15087 14343
570	15772 16025 12710 3460 13434
571	754 5386 17548 9352 2029 4069
572	13377 19246 6709 677 6983 2273
573	6977 17263 9808 232 14613 12709 3035 18654 3786
574	4750 9846 19081 294 17090 9388 11089 16879
575	15026 2465 3560 14051 4707
576	16860 18608 17981 449 15494 15218 12614 2531 17327 5432
577	11114 11842 9648 6875 10343 10322 15572 15984 12945 11642 9203 18174 10084 57 14536 8484 11920
578	12859 13941 13318 4420 11805 15145
579	6336 9176 2 8790 18303 12896
580	2468 19022 8329 5829 925
581	11156 12910 5369 2889 4184 12280 1366 9940
582	17388 2173 14008 5105 19610 4342 15857 1197
583	7604 18020 5713 15486 19091 5898
584	9677 7164 18735 3141 3432 13666 5254
585	15311 15340 10618 3787 6017
586	18547 4536 655 18979 14464 8262 6680 7629 2831
587	13277 5873 6321 4531 13361
588	16111 19433 3842 6191 2831
589	12439 12003 8710 2255 12196 13787 4440 16748 8465
590	6875 10133 7033 13605 2695 14433 12495 12846
591	2641 9916 12315 18093 15372
592	3159 2889 14967 7977 5748 2102 7044 11570
593	14810 2908 1233 12601 8047 5234
594	10863 8691 16520 18802 5032 2004 10853
595	18547 19730 19469 1580 1455 7442 4856 3753 3194 2459 3078
596	9260 7670 6655 3072 16908 15897 6331 15988 6181
597	745 19364 11660 4565 2744
598	16131 11944 8225 12930 18177 3358 17684
