user,item,timestamp
30484,9943,1636270690122
51447,12077,1636271664374
30484,12077,1636330079532
91027,12077,1636365626028
91027,9943,1636366011281
72518,12077,1636448018000
60834,8411,1636698868129
4517,8411,1636765445326
52139,8411,1636765876676
83249,9943,1636773990883
75255,8411,1636778458330
56060,8411,1636806202858
83249,1955,1636872074511
8502,12077,1636888723543
27620,8411,1637483562188
95455,12077,1637569350525
31134,8411,1638182298370
36313,16821,1638973983299
95819,8411,1639303421670
60896,9943,1639303914222
79791,16821,1639924312439
48543,12077,1640472470557
57186,13832,1640694464927
73673,13832,1640696459665
15166,13832,1640730211275
25342,8411,1641127950295
90155,7771,1641297185195
9328,7771,1641305391800
69872,7771,1641307092440
74539,7771,1641310000949
20625,7771,1641325883702
97903,7771,1641355271078
10498,7771,1641365109144
70165,7771,1641385735696
83459,7771,1641400657855
94493,9973,1641472253389
72848,9973,1641514591222
75014,9973,1641526448364
25534,9973,1641533470979
90836,9973,1641537400317
61374,9973,1641538095817
41727,9973,1641565447092
95447,9973,1641570961007
88703,7771,1641639450781
88666,16821,1641654829890
90083,7771,1641741649040
23551,9943,1641858525797
65607,9973,1642048089248
95878,6763,1642077256575
17039,6763,1642101803986
98187,6763,1642121655669
32682,6763,1642132893420
59750,6763,1642145231488
50878,6763,1642152402067
9456,6763,1642161300528
94992,6763,1642163938486
34696,2550,1642168271030
770,6763,1642168475758
57185,2550,1642174014296
19923,2550,1642178610173
3639,2550,1642182622342
50862,6763,1642185444815
51104,1955,1642206657083
75691,6763,1642207399343
24916,5266,1642211947108
37771,6763,1642219248485
8939,2550,1642238898315
95442,6763,1642239762979
77886,6763,1642241995925
71038,5266,1642253658787
40104,2550,1642254981285
13728,2550,1642264339098
24512,2550,1642294686806
48653,6763,1642308426082
79825,8316,1642326076637
80320,8316,1642328452801
92168,8316,1642330171150
78838,8411,1642330349173
28332,6763,1642334578142
41888,8316,1642336467200
2326,8316,1642341541673
21680,6763,1642346165049
41228,8316,1642371717153
49502,8316,1642403567150
62153,6763,1642418146525
57807,8316,1642433680015
69270,2550,1642497066215
9221,11733,1642505463598
58421,11733,1642505802354
23611,11733,1642509199780
80679,6763,1642509875158
88416,11733,1642509937769
29451,11733,1642512147112
98472,11733,1642512962218
40167,11733,1642523349641
95654,7771,1642529973916
5948,11733,1642533523809
73248,11733,1642563178543
57588,6763,1642601176490
97904,8316,1642606489300
96851,5266,1642653858409
18419,6763,1642662588341
35108,2550,1642664866844
20207,16425,1642667472982
87803,16425,1642667771379
11853,16425,1642668462734
36296,16425,1642668544782
45335,16425,1642668783807
59906,16425,1642669191162
43060,16425,1642671815759
52191,16425,1642672284282
38455,16425,1642676720553
81657,16425,1642677175910
19057,16425,1642677434979
69038,16425,1642678404791
26682,16425,1642679559591
70712,16425,1642680480460
67973,16425,1642681060230
77723,5266,1642681177933
10710,16425,1642681603285
2937,2550,1642682234521
87740,16425,1642683988176
60896,16425,1642684083124
57014,16425,1642685783793
20243,16425,1642685799316
95054,2550,1642689843138
15899,16425,1642691871131
10850,16425,1642693688442
80263,16425,1642720117953
26219,16425,1642722964831
63663,16425,1642727921581
27487,16425,1642738092191
49598,16425,1642738302741
43686,16425,1642742941575
60599,16425,1642759820165
8369,9973,1642766026570
49633,2550,1642770707352
17984,16425,1642771022828
39284,16425,1642773885919
47305,11733,1642774087819
41303,16425,1642777427041
83355,16425,1642779478151
35837,11733,1642782978308
23639,16425,1642805874823
34702,9973,1642813930796
31763,16425,1642822820387
94883,16425,1642845743183
27661,9973,1642857552378
48928,2550,1642862655483
85537,8316,1642871510343
19195,16425,1642893640700
98886,4253,1642934187901
28192,4253,1642938047420
53273,4253,1642941412018
63741,4253,1642943706656
11099,4253,1642954345437
69293,4253,1642984164828
30810,4253,1642994184963
1069,4253,1642998988804
25539,4253,1643006286077
25117,8411,1643014137056
13357,16425,1643020008389
55315,16425,1643032614983
19471,11733,1643067451072
54967,4253,1643081779562
4394,8316,1643089094892
59514,11733,1643091954666
25979,16425,1643093377561
78085,7771,1643109757892
36509,16821,1643138356366
87568,5266,1643169906099
34634,7771,1643180559074
96076,7771,1643184264200
66306,13832,1643189299816
82341,7771,1643200673194
70130,2550,1643207973997
68419,9973,1643212002674
64645,7771,1643223176035
42319,6763,1643247953420
75979,9973,1643253330272
4544,16425,1643287222543
25572,2550,1643289556705
45172,1148,1643364301795
38455,1148,1643364320955
8788,1148,1643364605764
10485,1148,1643367785577
13517,1148,1643368086813
23963,1148,1643368291876
4898,1148,1643368383710
60872,10589,1643369157404
70203,1148,1643370121628
97396,1148,1643370502641
75485,1148,1643370725240
98,1148,1643371108926
66488,1148,1643372781260
1733,9973,1643372902961
88081,10589,1643373676840
56653,1148,1643376113950
28611,16425,1643377001105
70099,1148,1643378789543
77723,1148,1643378795435
85811,1148,1643382842869
12920,1148,1643391054041
43104,10589,1643406821817
77262,10589,1643413594109
38898,10589,1643414778504
66341,1148,1643415190181
32573,1148,1643415325234
37859,1148,1643419420006
43002,10589,1643421807720
94666,1148,1643423040605
83204,10589,1643423326892
9978,10589,1643425582851
11239,10589,1643426583072
27683,1148,1643430086945
89495,1148,1643437685908
63794,1148,1643439817139
31744,1148,1643441179358
45125,1148,1643443258441
84118,1148,1643444649955
97911,10589,1643445099481
48320,7771,1643445772993
10152,2550,1643450417263
20488,7771,1643450907402
7906,10589,1643452774800
36590,7771,1643453350815
99293,7771,1643453916925
21828,7771,1643454379174
62298,1148,1643458212865
77958,7771,1643458241176
40626,1148,1643458520664
92869,7771,1643463264186
83539,7771,1643467976354
40653,2550,1643469029093
81407,7771,1643480157098
31706,621,1643503464102
53879,621,1643503483515
81309,621,1643503773556
49298,621,1643504652434
13346,621,1643505675029
66431,621,1643506012623
99300,621,1643506097166
97993,621,1643506121455
73785,621,1643506223458
83218,7771,1643506712516
85811,621,1643507518327
12404,1148,1643507870639
97232,621,1643507894096
91347,621,1643508509951
75999,621,1643509396802
376,621,1643510820377
75614,621,1643511169609
63837,621,1643512896898
99187,1148,1643512948803
8065,621,1643513068698
64302,621,1643514575660
33442,621,1643514958767
42185,1148,1643515356068
69764,621,1643515796924
26812,621,1643516236798
51104,621,1643516563123
75206,621,1643516678639
30466,621,1643516808235
27072,621,1643517732260
79379,621,1643517971154
21854,621,1643518084729
14270,1148,1643520412710
5510,621,1643520557466
19559,7771,1643521475846
14173,621,1643521937938
18032,621,1643523219976
75450,621,1643523992909
20397,621,1643524010656
4117,621,1643524513621
56654,621,1643524629927
58950,621,1643525255895
51039,621,1643526252994
53798,7771,1643528377506
10409,621,1643528677890
28066,621,1643532612079
25034,621,1643533889694
29954,621,1643535092367
25188,1148,1643536939907
30134,621,1643537502805
62794,621,1643538283133
63932,621,1643538449117
73689,16425,1643541337097
36903,621,1643545714050
54191,621,1643546087054
59331,1148,1643548849684
37859,621,1643550532584
2866,7771,1643550845974
12971,1148,1643552313453
45996,621,1643552405304
35330,621,1643552461244
93180,621,1643556116469
29391,621,1643558511660
38220,621,1643570981350
58351,621,1643581032255
14145,1148,1643588161701
18423,621,1643589536523
969,621,1643590187155
29249,621,1643595086126
82009,621,1643598689088
13980,621,1643602198854
35045,621,1643604183462
44732,621,1643605831865
15654,621,1643607301267
4658,621,1643607914218
10850,621,1643611347658
58378,5266,1643617211676
42512,621,1643617743190
90576,621,1643625054425
71293,1148,1643632627780
37981,6763,1643634641683
65292,621,1643635005455
65069,621,1643635862831
72039,621,1643636672256
73962,10589,1643636756843
61238,621,1643637908475
19707,621,1643640209596
83768,6763,1643642051430
8220,621,1643642695546
83115,1955,1643644160058
35175,9973,1643649658808
19796,621,1643650957368
10175,11802,1643675857595
23985,11802,1643677121067
19898,621,1643678140060
5988,621,1643680322236
17780,621,1643681218629
3697,11802,1643683648512
71946,11802,1643686494418
5517,11802,1643690234886
14853,7771,1643691195215
2220,11802,1643692007166
81461,11802,1643693849610
64764,11802,1643695507314
2235,11802,1643700604660
60786,7771,1643707572299
73736,621,1643709335250
44434,621,1643711741205
54599,621,1643711949594
80048,621,1643712047771
49939,621,1643713078696
2558,7771,1643714742683
54910,621,1643721049574
46199,11802,1643722152019
4793,621,1643731333422
3065,621,1643763058263
53195,621,1643767146828
95376,1148,1643768574400
98875,621,1643768649410
97857,621,1643775755781
69716,7771,1643781988611
25673,1148,1643782795729
95193,7771,1643783054304
35213,8411,1643785653404
57051,7771,1643787185659
70913,621,1643790535407
54173,7771,1643794466174
88488,7771,1643795848431
87545,1148,1643798270181
5729,621,1643799354374
32682,11802,1643801094782
32002,621,1643853028155
67326,2550,1643878448779
53999,621,1643886098654
46794,621,1643889660161
4394,2550,1643900316315
95010,621,1643943282448
78110,8316,1643949481266
19452,8411,1643955346143
46697,16425,1643964835491
82361,10589,1643969337997
16531,8411,1643969349977
31494,10589,1644037762679
35953,7771,1644057059807
83241,11802,1644066207812
54392,2550,1644081031196
29408,621,1644084055009
48716,7771,1644117678674
78387,7771,1644145903014
31938,11802,1644146274432
75633,7771,1644172147846
36643,8411,1644214694124
12970,9973,1644216877108
93184,14283,1644285485716
77875,14283,1644287420867
90842,14283,1644293366058
87950,14283,1644294068129
26448,14283,1644295788205
11401,7771,1644299452529
38265,14283,1644301253427
97189,14283,1644302525975
3970,14283,1644309260870
99526,14283,1644318830854
60612,7771,1644331533948
74824,11802,1644334915616
57499,14283,1644339951438
85744,14283,1644356625526
26755,10589,1644371699721
2103,14283,1644378934629
21608,14283,1644402281162
6796,18491,1644404216338
3065,14283,1644407049589
6674,18491,1644414935463
56584,7771,1644419907874
24730,14283,1644426721738
20832,9973,1644430884115
79364,7771,1644459448924
72604,7771,1644466016742
42207,18491,1644468512517
79963,16425,1644468789786
78868,14283,1644469961254
85016,9973,1644472597610
87494,18491,1644477926483
95114,14283,1644480689454
96051,18491,1644480790464
66201,8316,1644482567641
26227,2550,1644483680182
81016,6763,1644485444913
93094,14283,1644495793544
12961,14283,1644504788925
15356,7771,1644512691187
9869,14283,1644522785859
18220,14283,1644556127949
57315,7771,1644558096482
24571,7771,1644558143219
79563,14283,1644564511226
52249,7771,1644569826202
29218,14394,1644571248665
39628,8411,1644571605787
52010,9973,1644593152104
142,1148,1644597343721
52793,18491,1644628066552
74380,7771,1644640589081
60750,18491,1644642195958
77201,14394,1644656407035
40040,1148,1644669961032
74101,14394,1644670190421
59396,14394,1644670340740
29416,18491,1644671246783
65909,11802,1644674324177
99837,14394,1644696904402
45152,14394,1644715939416
16202,9973,1644724223692
1941,7771,1644732788942
99335,11802,1644734345582
12396,7771,1644735706345
85254,14283,1644736455213
30292,14394,1644736808592
63135,14283,1644737563531
64449,1148,1644750252248
83558,2550,1644754328387
56333,14394,1644774323360
10018,6763,1644775669142
31938,4253,1644791983790
90388,14283,1644811968980
82418,5865,1644829306632
9795,5865,1644830104347
3618,5865,1644834845911
78465,5865,1644836771669
4039,9973,1644841699514
41688,5865,1644845408243
25508,5865,1644848707504
71977,14283,1644877397820
41812,5865,1644889372580
22408,16425,1644893925135
80498,8316,1644899414853
64883,8316,1644906886260
23082,13832,1644908913229
23975,14283,1644914116872
88805,8316,1644925046218
95540,18490,1644932903449
3814,16425,1644939532872
44865,18490,1644965603554
44206,18490,1644973549661
67728,14283,1644985018768
49392,18490,1644986608323
36350,2550,1644989308166
91068,2550,1644993916771
32878,18490,1644998964315
30894,18490,1645002711665
30786,18490,1645026223025
95057,14283,1645077045752
17359,4253,1645088317226
38593,18490,1645104978151
27875,18490,1645107531626
45035,18490,1645108306079
93654,14283,1645163076340
72128,9973,1645171243299
83777,5865,1645172557207
78548,18490,1645177299538
48707,3129,1645182267357
34911,3129,1645182333230
3343,18490,1645182391261
37012,3129,1645183180208
97364,3129,1645183247937
67241,3129,1645183676461
82215,3129,1645183737359
76550,3129,1645187171048
72713,3129,1645189512022
12107,3129,1645189818744
19612,3129,1645189947897
30306,3129,1645190656733
14122,3129,1645193919451
99586,3129,1645196518829
21964,3129,1645197491419
10400,3129,1645197551540
30491,5266,1645202557017
11856,3129,1645204338957
62280,3129,1645204412725
66492,3129,1645205898733
4337,3129,1645206109304
86727,3129,1645206844942
677,16425,1645226152369
43115,18490,1645231128177
27454,14044,1645234974563
25704,14044,1645235113486
67326,14044,1645235830443
3610,14044,1645237884337
49503,14044,1645239225134
42655,14044,1645239443250
16184,3129,1645239850511
26761,14044,1645242077660
12422,14044,1645242764842
26640,14044,1645244127464
14065,18490,1645245676612
15858,7771,1645246308519
78462,14044,1645247430153
15480,7771,1645247780388
61182,14044,1645249771993
96383,11246,1645253377196
61927,14283,1645259714036
22932,3129,1645269516480
19471,3129,1645270766642
68213,3129,1645275898652
70654,14283,1645277498965
13932,18490,1645289286176
68757,5535,1645336017214
62373,5535,1645336191407
8535,5535,1645336295019
34456,5535,1645337709661
91571,18257,1645338912881
62025,5535,1645339858341
66503,14283,1645350256226
36604,18257,1645365180019
2899,18257,1645372290730
88504,18257,1645388455985
73248,3129,1645405992184
13808,11698,1645419336888
10648,7771,1645419702324
27035,15194,1645420436570
64792,18257,1645420507588
23820,15194,1645421623639
14196,15194,1645421673121
14122,15194,1645422864069
90973,15194,1645425494736
92219,15194,1645426717250
60755,15194,1645426776006
45348,15194,1645430628124
58754,15194,1645431022949
34771,11698,1645433147279
28531,7771,1645433588624
21001,15194,1645435855592
75217,3129,1645438121285
52189,15194,1645439638647
54897,18257,1645439649519
11014,15194,1645441920363
95819,10589,1645446824197
35158,15194,1645450500860
10510,2550,1645453715128
91373,15194,1645461327821
53035,18257,1645467121108
29825,11698,1645468327718
13081,15194,1645484596814
65573,15194,1645487636118
91793,15194,1645488769176
1027,18257,1645498000260
47575,3129,1645499454480
17534,11698,1645502896771
22525,18490,1645504335649
44415,15194,1645513368408
18057,11698,1645525476370
49192,18257,1645526588359
76321,3129,1645527966328
60864,7771,1645541997127
15827,15194,1645543119459
29077,11733,1645566049611
93130,14044,1645591238601
90907,11698,1645611800208
78074,14044,1645616879035
92058,15194,1645617477249
15542,11698,1645625589344
14195,15194,1645626674620
37287,11698,1645678991599
76154,11802,1645681460107
18857,3129,1645692717984
55344,16821,1645695464215
4475,2550,1645702544408
9475,11698,1645703091178
86353,11698,1645705746388
49098,16425,1645719186429
77418,11698,1645728357508
75380,11698,1645747851223
15404,1148,1645759116823
61793,8316,1645772449605
5737,2550,1645791255705
74590,15194,1645797112022
29453,14283,1645799865141
71807,10589,1645842085362
60033,18257,1645868253258
19401,19120,1645872656857
47601,11698,1645874595762
74184,19120,1645879918197
70451,2550,1645884014597
37426,19120,1645887020286
82387,621,1645929428812
38389,19120,1645929829309
23434,19120,1645933729910
92096,19120,1645940432460
17296,19120,1645943770683
71162,19120,1645945172323
70950,18491,1645945480215
18980,9949,1645952814868
81018,9949,1645953304329
62529,11698,1645953882474
89774,11698,1645953934966
35704,9949,1645958280670
58702,9949,1645958378504
96164,18584,1645962155591
30117,18584,1645962330719
13720,18584,1645962676889
47310,9949,1645962923902
96783,18584,1645962949081
69572,18584,1645963176950
5477,18584,1645963204491
6049,18584,1645963994673
2893,18584,1645964394075
84082,9949,1645964758735
9559,18584,1645964973824
29741,18584,1645965029952
18719,18584,1645966787369
75764,9949,1645967247131
5722,18584,1645967405799
22601,18584,1645967519645
7449,18584,1645967859424
29375,9949,1645968457769
30190,18584,1645968969829
79084,18584,1645971480389
11740,9949,1645975654088
32300,18584,1645977342416
25117,9949,1645977853141
61209,18584,1645981023616
79162,9949,1645984268971
87044,18584,1645998393253
73793,18584,1646000936682
1446,9949,1646012631281
79574,9949,1646028889768
20138,9949,1646035889469
31970,9949,1646042520362
31744,9949,1646047208670
70464,9949,1646049688412
22903,18584,1646061878252
25843,11698,1646061889864
76726,15194,1646113161179
9773,19120,1646130154169
49834,12164,1646136293307
72583,12164,1646140620902
12310,9949,1646141458318
35600,11698,1646141790118
5997,12164,1646184774779
63576,11698,1646196592283
51610,4253,1646197888663
27288,19120,1646210489127
99702,12164,1646218034443
18101,18584,1646218251036
64535,14283,1646218823866
33237,12164,1646221870646
24302,12164,1646222981582
81806,9949,1646223247636
84870,9949,1646224410676
34141,12164,1646225092031
85582,19120,1646273177447
89428,12164,1646276842802
62007,9949,1646278441517
25440,18491,1646293299662
487,18584,1646300430988
30110,10509,1646302813565
42634,12164,1646307861411
19407,10509,1646309705937
12834,9949,1646312152542
10286,12164,1646315244187
95819,10509,1646317644725
11046,19120,1646320793556
23229,18257,1646323139378
58812,12164,1646324557509
31706,9949,1646372273024
13766,19120,1646372853291
99652,9949,1646381854573
76723,8316,1646385088141
53653,12164,1646386416090
83059,19120,1646391351790
9350,12164,1646400217166
75815,12164,1646401134847
14726,19120,1646401806433
14844,12164,1646403469686
76714,12164,1646406245788
75704,14044,1646408510796
43349,14044,1646432642210
3094,12164,1646439553899
95819,14958,1646441239192
52757,19120,1646443979977
92194,14958,1646448322671
11567,12164,1646469136648
26625,11698,1646469365113
91067,14958,1646475883372
67400,12164,1646478803083
11320,12164,1646481928787
63058,12164,1646485327041
87604,12164,1646485905304
34990,12164,1646487902386
91889,12164,1646488893234
11452,12164,1646489150351
72,12164,1646490453156
85128,11527,1646492680113
91832,11527,1646493514317
26196,11527,1646493634439
55448,9949,1646494460541
30567,12164,1646495075245
69245,14283,1646496351903
28212,12164,1646499110051
49545,12164,1646504221629
50407,18257,1646508353218
63741,11527,1646515537310
82435,11527,1646521859201
96447,11527,1646525689222
51765,11527,1646526085193
68699,11527,1646526378816
2246,14958,1646529256639
18946,12164,1646529810247
27177,11527,1646529845327
94037,14958,1646531320866
12592,9949,1646532895459
22749,6763,1646534298868
22342,12164,1646536087222
13660,12164,1646538766621
34105,7771,1646540635666
87418,12164,1646541060886
19265,11527,1646542286117
74368,12164,1646544059349
95819,11527,1646551293173
48333,14958,1646560864443
25679,15194,1646561584004
34648,14958,1646569547116
8554,11527,1646571594723
11072,11527,1646577170880
84163,12164,1646625949779
97148,11527,1646637368043
72641,12104,1646646405362
66683,12104,1646650033945
34949,12104,1646659392156
90305,18490,1646663697549
27293,12109,1646699538001
56043,12104,1646704194083
87862,10589,1646714718407
81728,12104,1646722179731
23699,11698,1646730910033
14472,12109,1646732102842
1242,1099,1646734249941
94993,7454,1646735221100
77923,11698,1646740430777
20801,12104,1646741074115
45572,14958,1646747382272
10090,9949,1646747441055
9913,12109,1646750646536
2543,5614,1646754658251
16713,5614,1646771283082
61231,1099,1646788094913
76762,5614,1646789605564
26398,11698,1646800702757
60114,9949,1646801394496
57649,11698,1646802047132
92562,12104,1646803433237
54314,1099,1646804153160
84651,11698,1646804361534
36077,12735,1646811964370
56031,11698,1646817549211
59011,4148,1646819280778
99708,4148,1646821421037
81268,1099,1646821970956
23196,1099,1646825711564
34449,11698,1646825945364
28059,4148,1646825968197
25714,12109,1646836692392
50024,4148,1646838363331
59834,9949,1646842074790
54801,11698,1646885719013
93198,1148,1646897539670
17952,13539,1646898069785
85399,13539,1646898320909
97136,4735,1646898833418
2046,13539,1646899182395
18594,13539,1646899905086
83570,13539,1646900242289
93832,13539,1646900355343
96849,13539,1646901223096
67751,13539,1646901404887
2858,13539,1646902085226
24189,4735,1646902162466
90949,13539,1646902458943
51706,13539,1646902590576
80522,4735,1646903020629
66915,13539,1646904319088
46470,13539,1646904838578
63572,4735,1646904846903
36827,4148,1646905256130
53394,4735,1646905438830
41661,4735,1646906481692
35679,13539,1646909201589
3471,13539,1646910475696
51442,13539,1646910897556
2796,4735,1646911589745
37816,4735,1646912675119
60819,13539,1646913662057
71278,13539,1646915161892
1637,1099,1646915373672
22352,4735,1646915674209
98960,4735,1646917738120
20948,4735,1646917781896
25092,4735,1646918180147
5708,11698,1646918181476
59650,4735,1646918526301
93463,13539,1646918652834
27628,4735,1646919110914
26891,13539,1646920210339
77973,5614,1646920350439
53388,13539,1646920701115
31839,4735,1646920807116
13096,4735,1646923123497
80812,13539,1646925203267
91392,4735,1646926177666
90784,8019,1646934352509
96693,2604,1646952085657
69645,1099,1646953488786
95020,4735,1646956079480
61525,2604,1646957299822
7543,9590,1646957728633
34370,9590,1646959899227
14595,13539,1646961457277
15697,4420,1646963328605
26618,8019,1646964667552
49444,4735,1646964775686
22145,9590,1646965754236
85644,4502,1646969281060
47804,4502,1646970638547
26922,4502,1646971428254
26729,2604,1646973290681
69234,4502,1646973885534
85499,4502,1646975963742
67736,4502,1646976514609
85861,4502,1646976887479
25583,4502,1646977371888
84346,4502,1646977607478
73239,4502,1646977663196
59462,13539,1646977854500
28369,4502,1646978829030
88487,4502,1646979492467
95455,4502,1646979805192
94346,4502,1646980510702
51257,4502,1646981281166
33103,1099,1646982782159
50731,4502,1646983205122
30156,4502,1646983342680
25544,4502,1646983839707
90888,4502,1646985247831
79627,4502,1646985275035
35350,4502,1646988115325
30251,2604,1646988800820
85207,4735,1646989168582
76823,5967,1646989311743
21495,4502,1646990955786
53927,4502,1646991126640
72570,4502,1646991754627
67472,4502,1646992503814
56394,4502,1646993107763
89424,9919,1646993638218
66176,9919,1646993806168
9224,4502,1646994085416
35926,9919,1646994099398
9306,9919,1646994360858
47803,1734,1646994490987
21983,1734,1646994973495
74222,12109,1646995184660
56023,2604,1646995202980
52695,1099,1646995455109
52634,9919,1646995526850
79443,1734,1646995688051
70150,1734,1646995736409
78233,9919,1646995906826
37026,9919,1646995918436
72454,1734,1646996024764
77394,1734,1646996221247
50897,5967,1646996568994
12490,1734,1646996577246
93831,11685,1646996722905
37985,9919,1646996769190
3837,4683,1646996775381
81069,9919,1646997188475
86367,11698,1646997213747
23806,1734,1646997756441
55735,1734,1646997812583
40307,1734,1646998040745
85752,4502,1646998056090
55716,9919,1646998072316
84218,4502,1646998246193
33665,1734,1646999065267
7487,4502,1646999656974
96783,11685,1646999837463
9652,9590,1646999852260
96051,12164,1647000005829
1503,11685,1647000807367
44733,1734,1647000980452
73649,5614,1647001492830
37160,4502,1647001572610
5459,9919,1647001759655
68812,1734,1647001943860
22793,1734,1647002437822
18178,11685,1647002763900
83201,1734,1647003005872
50961,9919,1647004217990
6713,11698,1647004697760
41921,1734,1647005328570
44241,1734,1647005568107
34283,4735,1647005615220
93641,11685,1647005773739
32462,1734,1647005840553
72928,9919,1647005943399
32764,4683,1647006020665
72509,4683,1647007075811
2594,1734,1647007154127
80163,13539,1647007355184
65360,17944,1647007816711
21672,2604,1647008484262
44087,1734,1647009025415
69336,1734,1647009128942
53895,11685,1647009948968
96337,5614,1647011245691
27093,2604,1647012409748
